Font,Mission_statement
Gill Sans,The Eskom Pension and Provident Fund  EPPF  provides retirement fund administration services for the members of the EPPF   Ensure that proper registers  books and records of the operations of the EPPF are kept  inclusive of proper minutes of all resolutions passed by the Board  Ensure that proper control systems are employed by or on behalf of the Board  Ensure that adequate and appropriate information is communicated to the members of the EPPF informing them of their rights  benefits and duties in terms of the rules of the EPPF  Take all reasonable steps to ensure that contributions are paid timeously to the EPPF in accordance with the Pension Funds Act  Obtain expert advice on matters where Board members may lack sufficient expertise  and Ensure that the rules and the operation and administration of the EPPF comply with the Pension Funds Act and all other relevant legislation  The Board delegates the day to day operations of the EPPF to the Executive Management of the EPPF   sector5
Gill Sans,vision  BenQ Medical Technology has always placed great emphasis in the area of research and development  Apart from aggressively pursuing innovative development for existing products to strengthen product functions and added values  the company is also actively involved in the development and introduction of new products featuring advanced technologies from abroad  BenQ Medical Technology has strived to secure agency rights for quality medical equipment and supplies from abroad in order to realize its goals of product diversification  internationalization and technological advancement to excel in the area of corporate operation and reach new heights  mission  Mission TOTALITY To the society   to offer high quality medical products at reasonable prices To the employees   to emphasize employee welfare and creat an ideal working environment for employees To the shareholders   to creats reasonable benefits and satisfactory invest return rate RENEWAL Through                                     constant improvement and innovation  BenQ Medical Technology shall create a corporate culture that                                     is tile and energetic INTELLIGENCE To help employees strengthen their expertise and gain more knowledge to make meaningful contribution sector3
Gill Sans,     Vision   We make our customers  dreams come true  Mission statement  We will achieve excellence before  during and after the purchase of the world s best flybridge motor yachts   sector4
Gill Sans,We aspire to be the most admired and valuable company in the world  Our goal is to enrich our customers  personal lives and to make their businesses more successful by bringing to market exciting and useful communications services  building shareowner value in the process  sector3
Gill Sans,Our mission at Unlimited Sotheby s International Realty is to create lifelong relationships with our clients by offering the best real estate experience possible through our expertise in all facets of real estate and our knowledge of the communities we work in  We are committed to delivering the highest level of personal service  professional representation and technical expertise  so that our clients are thrilled with the outcome and comfortable with the entire process  Our expert sales and leasing associates strive to build long lasting relationships and are here to help sellers  buyers  renters and investors navigate through the emotional and financial aspects of any real estate need  no matter what stage of life they are in  sector3
Gill Sans,Vision  To create mobility which has a truly human dimension Mission  The Group s mission is to grow and create value by supplying innovative products and services for maximum customer satisfaction with due respect to the legitimate interests of all categories of stakeholders   fair employment practices  safety in the workplace  and in full compliance with the applicable laws and regulative directives of the countries  in which a Group company operates  sector3
Gill Sans,Vision To ensure that the twice weekly market continues to operate effectively for the benefit of its customers and the businesses of Llangefni Decreased DEMAND for goods and services Shop CLOSURES IN Town Centre Decreased SUPPLY of goods and services Fewer visitors shoppers coming to the Town Centre Llangefni Town Centre Mission To safeguard  promote and develop an attractive  vibrant and flourishing market and town centre to enable the local community and visitors to experience the very best in shopping Values To provide a framework for regeneration  which addresses  economic  environmental and social needs of the community  and which involves the provision of meaningful business  training opportunities and work experiences  sector2
Gill Sans,vision  The preferred provider of essential and value added foods for everyone  everywhere and every day  values  people integrity exellence consumer interpreneur sector5
Gill Sans,mission  We will promote a commercial approach  ensuring probity  transparency and effectiveness in providing a first class procurement function throughout Belfast City Council in support of corporate objectives  values and the Nolan principles of public life  We will be an efficient  customer focused  sustainable and collaborative business function that embraces diversity and treats all stakeholders equally and equitably and promotes development  innovation and engagement to continuously improve  Together our drivers and mission statement will realise our strategy  objectives and purpose  Purpose To transform and create the development of an effective  collaborative and co ordinated purchasing effort within the Council which will support and contribute to the corporate vision  thus   ensuring that the council will take a lead role in improving quality of life  now and for future generations  for the people of Belfast by making the city and its neighbourhood s better places to live in  work in  invest in  study in and visit   This shall be achieved through our key themes of ensuring compliance  delivering value for money through a commercial approach to procurement and supporting the local economy  To do this we will deliver the following outcomes    Create a compliant  integrated  strategically managed procurement function within the Council which delivers service excellence for internal and external customers and stakeholders   Identify and realise efficiency savings and demonstrate VFM through a commercial approach to procurement   Manage and maximise the potential of the Council s procurement spend to support the local economy and environment sector3
Gill Sans,mission  To regulate and transform the energy sector for the provision of secure  sustainable and affordable energy  Aim Formulate energy policies  regulatory frameworks and legislation  and oversee their implementation to ensure energy security  promotion of environmentally friendly energy carriers and access to affordable and reliable energy for all South Africans  Vision 2025 Improving our energy mix by having 30  clean energy by 2025  The vision of the DoE will be realised by the following factors as depicted in the figure below  values  people ethics honesty integrity accountablity professionalism Ubuntu serve sector5
Gill Sans,Hampshire County Council values diversity  respects individual rights and expects others to take personal responsibility to do the same  sector5
Gill Sans,Our Purpose The SACU Secretariat exists to facilitate the achievement of the SACU objectives as outlined in the 2002 Our organisation offers expertise  consistency and continuity in the drive to promote regional we grow ourselves and others with whom we work  We make an innovative contribution through collaboration  professionalism and determination  Our Vision To be a regional leader exemplifying the ideal practice of providing quality service to a Customs Union  Our Values  Visionary Leadership We recognize the need to set a vision in our respective areas of work that stretches our organizational focus beyond the immediate situation and out to a shared future  Trustworthiness We value honesty and we expect people to always treat one another professionally and with respect  leading to mutual trust  Performance driven We value the willingness of people to be responsible and accountable for  the quality of their work the importance of achieving positive results their ability to meet or surpass expectations and manage resources entrusted to them in a cost effective and IJ GMIRXQERRIV  Integrity We believe in exercising Integrity in all business dealings with our trade partners  our business associates and our allies in serving our stakeholders  We treat them with respect  fairness and integrity at all times and expect the same in return  We will always take the high road by practicing the highest ethical standards  and by honouring our commitments  We will take personal responsibility for our actions  and treat everyone fairly and with trust and respect  People Centered We are committed to an environment characterized by continuous learning  an entrepreneurial  can do spirit and team orientation  In addition  we are committed to an environment that is willing to allow for a healthy balance between our professional and personal lives  This commitment will enable us to attract and retain the while seeking to carry out our mission  Working together We recognize that our strength and our competitive advantage is  and always will be people  We value the skills  strengths  and perspectives of our diverse team  We will continually learn  and share ideas and knowledge  We will encourage cooperative efforts at every level and across all activities in our Organisation  sector5
Gill Sans,Mission The Canadian Cancer Society is a national  community based organization of volunteers whose mission is the eradication of cancer and the enhancement of the quality of life of people living with cancer  Vision Creating a world where no Canadian fears cancer  Values These serve as guidelines for our conduct and behaviour as we work towards our vision  Caring We are passionate  considerate  respectful and empathetic toward those individuals and families touched by cancer and our colleagues  We believe that all people should be treated with consideration and dignity  Our encouraging and supportive environment allows volunteers and staff to thrive  and contributes to our ability to advance our cause  Courage We value the determination and drive of our volunteers and staff to take bold steps to effect positive change  We recognize that such spirit requires a unique strength of character an inherent quality found in the hearts and minds of people who champion the cancer cause  Integrity We are honest and ethical in all that we do  and engage in responsible decision making that reflects the highest standards of conduct  This ensures that our credibility  leadership and use of donor dollars is never in question  Progressive We value our history of learning as we strive for continuous improvement and development at all levels of the organization  We embrace a creative approach to finding solutions that are appropriate and consistent with the strategy  character and abilities of the organization  We value diversity and work hard to create a collaborative environment where we benefit from the cultural perspectives of others  sector5
Gill Sans,MISSION  New Holland is a Global Full Liner with a key position in the Construction  Equipment market and manufactures Productive  Durable and Safe Equipment in order to support customers to develop their business VISION  Customer Needs and Profitability are our main drivers  Dealers are our partners and Service is the main driver to build the Customer and Dealer Loyalty and Trust sector4
Gill Sans,purpose  to promote and support  by any means  high quality basic  strategic and applied research  survey  long term environmental observation and monitoring and related post graduate training in environmental and related sciences to advance knowledge and technology     and to provide services and trained scientists and engineers which meet the needs of users and beneficiaries     thereby contributing to the economic competitiveness of the UK  the effectiveness of public services and policy and the quality of life and to generate public awareness  communicate research outcomes  encourage public engagement and dialogue  disseminate knowledge and provide advice in relation to those activities  sector3
Gill Sans,to improve the quality of life for everyone living and working in Charnwood  In doing this we aim to be accessible and understandable to all our service users  Customer service is one of the main themes running through our organisation  People are a key theme of our Community Strategy and our Corporate Plan puts Customers and Partner at the heart of everything we do  Our Corporate Plan says that as the future of Local Government and the policies and procedures influencing Council business change  our Values will remain steady and provide clear guidance  an ethos  throughout the Borough Council  One of our eight Values is to be Customer Focused and we aim to achieve this through our commitment to improve the delivery of our services to all our customers  including service users and non users  stakeholders  and partners  We will be an accessible and user focused organisation and place the customer at the heart of service delivery  We ensure that we know what local people want and will deliver this  sector4
Gill Sans,enable individuals and groups to fulfil ministries that show the love of Jesus in Action  A combination of sharing the good news of God s salvation for mankind through faith in His son  Jesus Christ  and sharing the practical result of our faith in Jesus by social action  We recognise we still have a long way to go  but by God s grace  we will continue to seek to Know Jesus Christ and to Make Him Known Bushey Baptist Church also supports a number of individuals abroad  We provide help in seeking God s will  in guiding  in prayer  in finance  and in any other practical ways  Our hope is that a broad a cross section of our fellowship as possible will experience  first hand  the needs of the poor and suffering of our world sector3
Gill Sans,Our mission is to assist these children in triumphing over their critical life obstacles and to bring the joy of play into their lives  Through our philanthropic programs we work to bring  the sparkle of Hope  the joy of Play and the power of Service  into the lives of the children who need us most  sector3
Gill Sans,Our vision is to bring forward the day when all cancers are cured  In the 1970s  less than a quarter of people with cancer survived  But over the last 40 years  survival has doubled   today half will survive  Our ambition is to accelerate progress and see three quarters of people surviving the disease within the next 20 years  Our new strategy will give us the foundations we need to tackle the challenges ahead  tackling all cancers  sector3
Gill Sans,Vision of the Faculty To accomplish excellence and leadership in engineering education  scientific research and community services locally and globally with Islamic values  Mission Of the Faculty To graduate leaders for engineering careers and to conduct innovative research inspired by Islamic values in order to serve the current and emerging needs of the local and global society  sector4
Gill Sans,Our Mission  We partner to end extreme poverty and promote resilient  democratic societies while advancing our security and prosperity  sector4
Gill Sans,PASSION FOR MISSION We come to work to foster sustainable development and advance human dignity globally  We each contribute uniquely in advancing our mission  whether by working in different sectors or by supporting global operations and management  EXCELLENCE We strive for efficiency  effectiveness  and meaningful results across our work  We aspire to lead international and US Government efforts to advance the economic  political  social  and environmental well being of the world s most vulnerable people  We continually seek to improve our operations and increase our impact  We take pride in our work and our accomplishments  INTEGRITY We are honest and transparent  accountable for our efforts  and maintain a consistently high moral standard  We are ethical in all that we do  We are fair with colleagues  partners  and those we serve  building relationships of trust  RESPECT We demonstrate respect for one another  our partners  and the people we serve in communities around the world  We recognize and acknowledge the strength that comes from diversity  We value all people equally and treat others as we would like to be treated  We consistently demonstrate professionalism and respect in our communications and in our behavior  EMPOWERMENT We elevate all voices striving for global economic  environmental  and social progress  We seek to ensure that all voices are heard  We strive to strengthen the voices of the marginalized and vulnerable  We value every team member and seek to ensure everyone can fulfill their potential  INCLUSION We value our differences and draw strength from diversity  We support programs that engage people across societies and benefit whole communities and countries  We value every member of our team  learn from their experience  and foster their active engagement  We advance equality  foster equal opportunity and address inequality within our Agency and in our work  COMMITMENT TO LEARNING We seek to improve ourselves and our work continually through reflection and evaluation  We design and assess programs with an eye towards constant improvement  We recognize that professional development is fundamental to team satisfaction and success  sector 4
Gill Sans,mission  The corporation of the City of Waterloo is a dedicated team of volunteers  staff and elected officials who apply leadership  enthusiasm  skill and integrity in providing needed and valued services that help build the best quality of life possible for all of our citizens  Organizational values Service excellence Service excellence is about seeking opportunities for growth and development  searching for better ways to deliver service  encouraging and supporting others to do their best and focusing on the needs of the community  Personal leadership Personal leadership is about being accountable  treating others with respect and dignity  extending trust and being trustworthy  leading by example and being consistent while respecting differences  Effective communication Effective communication is about being open and honest  sharing complete information in a timely manner  seeking the facts  listening generously and respecting confidentiality  Healthy workplace Healthy workplace is about actively promoting safe work practices and a healthy work life balance  nurturing health and wellness  being positive and having fun    sector4
Gill Sans,Mission  To advance the arts and sciences of heating  ventilation  air conditioning and refrigeration to serve humanity and promote a sustainable world  vision ASHRAE will be the global leader  the foremost source of technical and educational information  and the primary provider of opportunity for professional growth in the arts and sciences of heating  ventilating  air conditioning and refrigerating values Excellence ASHRAE education  technical information and all other activities and products will always reflect the best practices that lead our industry  We strive for continuous improvement and innovation in all our practices and products  Commitment  ASHRAE and its members are passionate about serving the built environment  creating value  and recognizing the accomplishments of others  Integrity ASHRAE is committed to the highest ethical standards  We work transparently  observing essential requirements for due process and peer reviews to assure our members and stakeholders that we do the right things the right way  Collaboration ASHRAE seeks and embraces collaborative efforts with organizations  agencies  and individuals sharing our commitment to sustainable built environments  Volunteerism Members lead ASHRAE at every level  serving ASHRAE and helping ASHRAE serve society    sector5
Gill Sans,consumer first We are passionate about our consumers and always exceed their expectations  INNOVATION We take informed risks  conquer challenges and make the world s favorite foods  integrity We do the right thing at all times  We inspire trust  We are honest and ethical  OWNERSHIP We think and act like owners of our business  make tough choices and treat every dollar as if it is our own  We keep it simple  focus on the work that matters  and have a culture of meritocracy that recognizes and rewards exceptional performance at every level  Quality We have an unwavering commitment to quality  sector5
Garamond,The modern Abercrombie   Fitch is the next generation of All American style  Rooted in a heritage of quality craftsmanship  A F is the essence of laidback sophistication with an element of simplicity  A F sets the standard for great taste at an amazing price    sector3
Garamond,offers high quality  on trend clothing  accessories and personal care products at affordable prices sector3
Garamond,The University of Notre Dame is a Catholic academic community of higher learning  animated from its origins by the Congregation of Holy Cross  The University is dedicated to the pursuit and sharing of truth for its own sake  As a Catholic university  one of its distinctive goals is to provide a forum where  through free inquiry and open discussion  the various lines of Catholic thought may intersect with all the forms of knowledge found in the arts  sciences  professions  and every other area of human scholarship and creativity  The intellectual interchange essential to a university requires  and is enriched by  the presence and voices of diverse scholars and students  The Catholic identity of the University depends upon  and is nurtured by  the continuing presence of a predominant number of Catholic intellectuals  This ideal has been consistently maintained by the University leadership throughout its history  What the University asks of all its scholars and students  however  is not a particular creedal affiliation  but a respect for the objectives of Notre Dame and a willingness to enter into the conversation that gives it life and character  Therefore  the University insists upon academic freedom that makes open discussion and inquiry possible  The University prides itself on being an environment of teaching and learning that fosters the development in its students of those disciplined habits of mind  body  and spirit that characterize educated  skilled  and free human beings  In addition  the University seeks to cultivate in its students not only an appreciation for the great achievements of human beings but also a disciplined sensibility to the poverty  injustice and oppression that burden the lives of so many  The aim is to create a sense of human solidarity and concern for the common good that will bear fruit as learning becomes service to justice  Notre Dame also has a responsibility to advance knowledge in a search for truth through original inquiry and publication  This responsibility engages the faculty and students in all areas of the University  but particularly in graduate and professional education and research  The University is committed to constructive and critical engagement with the whole of human culture  The University encourages a way of living consonant with a Christian community and manifest in prayer  liturgy and service  Residential life endeavors to develop that sense of community and of responsibility that prepares students for subsequent leadership in building a society that is at once more human and more divine  Notre Dame s character as a Catholic academic community presupposes that no genuine search for the truth in the human or the cosmic order is alien to the life of faith  The University welcomes all areas of scholarly activity as consonant with its mission  subject to appropriate critical refinement  There is  however  a special obligation and opportunity  specifically as a Catholic university  to pursue the religious dimensions of all human learning  Only thus can Catholic intellectual life in all disciplines be animated and fostered and a proper community of scholarly religious discourse be established  In all dimensions of the University  Notre Dame pursues its objectives through the formation of an authentic human community graced by the Spirit of Christ  sector5
Garamond,The Foundation for United Methodist Communications generates funds to inform  inspire and engage the people of God  Our Work seeks to strengthen The United Methodist Church and its ministries throughout the world  and to communicate the message of Jesus Christ in a spirit of Open Hearts  Open Minds  and Open Doors  The United Methodist Church leadership is focusing around four  4  areas of collaboration  Leadership development  Creating new churches  Ministry to the poor  Stamping out diseases of poverty  United Methodist Communications is an agency that values  Making disciples for Jesus Christ Strengthening our connectional ministry Leading the global church in using the most effective means of communication Listening to people  the church  and the world  in order to communicate messages that inform  inspire  and engage as we share the love of God Promoting truth and justice in all aspects of our ministry Welcoming the gifts of all people  and ensuring that our products and services reflect our diversity and inclusiveness Fostering innovation and creativity Leading and working locally  nationally  and globally  sector5
Garamond,The shared motivations and beliefs which bring our community together Passionate Creative  curious and deeply committed to the pursuit and sharing of knowledge  Dedicated to our students  actively seeking to develop their skills  knowledge  understanding and sense of citizenship  Ambitious  adventurous and confident  with the courage to accept and balance the risk of failure with reward in the pursuit of progress  Professional We are committed to  Striving for excellence in everything we do  undertaking our work with pride and care  and offering the very best service to our students  customers  partners and colleagues  Embracing diversity and difference and treating colleagues  students  visitors and others with respect  Sharing our work openly and actively  seeking out opportunities to collaborate with our local and international partners  Progressive We believe that  We have a social and environmental responsibility to undertake our work in an ethical and sustainable manner  Studying at our University should be possible for anyone with the necessary talent  commitment and potential  regardless of background or belief  We should use our work to benefit and enhance Glasgow  the West of Scotland and the global community wherever possible  sector5
Garamond,Our Mission Texas State University is a public  student centered  Emerging Research University dedicated to excellence in serving the educational needs of the diverse population of Texas and the world beyond  Our Shared Values In pursuing our mission  we  the faculty  staff  and students of Texas State University  are guided by a shared collection of values  Specifically  we value  An exceptional undergraduate experience as the heart of what we do Graduate education as a means of intellectual growth and professional development A diversity of people and ideas  a spirit of inclusiveness  a global perspective  and a sense of community as essential conditions for campus life The cultivation of character and the modeling of honesty  integrity  compassion  fairness  respect  and ethical behavior  both in the classroom and beyond Engaged teaching and learning based in dialogue  student involvement  and the free exchange of ideas Research  scholarship  and creative activity as fundamental sources of new knowledge and as expressions of the human spirit A commitment to public service as a resource for personal  educational  cultural  and economic development Thoughtful reflection  collaboration  planning  and evaluation as essential for meeting the changing needs of those we serve  sector5
Garamond,UNC Asheville students  within a diverse and inclusive community  experience liberal arts education at its best sector5
Garamond,Wellesley Believes In    Making a Difference Every woman can and should make a meaningful contribution to her world  There is a growing recognition that women s empowerment and leadership are crucial to their own advancement  and to worldwide societal change  Wellesley and its alumnae have supported and championed women s intellectual and social development and autonomy for over 100 years  Disciplined Thinking Inquiry and intellectual exchange lead to disciplined thinking  Wellesley challenges students to explore widely  interrogate closely  and make the creative leaps synthesizing disparate ideas  perspectives  and experiences that lead to new levels of understanding  A culture of collaboration  with our world class faculty as well as with her peers  refines a student s intellectual habits  hones her judgment  and increases her sense of mastery  while teaching her to take a considered position and defend it with conviction  Valuing Diversity There is no greater benefit to one s intellectual and social development and to the vitality of an academic community than the forthright engagement with and exploration of unfamiliar viewpoints and experiences  Wellesley encourages students to try on new ideas  try out new courses of action  and interact authentically with others whose beliefs or choices challenge their own  Pragmatic Leadership A contemporary liberal arts education must enhance real world leadership skills  The rigor of a Wellesley education is part of what makes our graduates so effective  out in the world   But Wellesley women are also taught to be strategic thinkers who can  read  environments  navigate their challenges  and bring people together to achieve a goal  Service Knowing how to serve is a key element of effective leadership  True leaders inspire rather than control  and they dedicate their intellect and energy to the hard work of creating a sense of commitment  responsibility  and common purpose in the pursuit of a vision  Wellesley has long dedicated itself to the ideal that former Wellesley President Diana Chapman Walsh described as  trustworthy leadership   and subscribing to this ideal is integral to the Wellesley experience  sector5
Garamond, James B  Duke s founding Indenture of Duke University directed the members of the University to  provide real leadership in the educational world  by choosing individuals of  outstanding character  ability  and vision  to serve as its officers  trustees and faculty  by carefully selecting students of  character  determination and application   and by pursuing those areas of teaching and scholarship that would  most help to develop our resources  increase our wisdom  and promote human happiness    To these ends  the mission of Duke University is to provide a superior liberal education to undergraduate students  attending not only to their intellectual growth but also to their development as adults committed to high ethical standards and full participation as leaders in their communities  to prepare future members of the learned professions for lives of skilled and ethical service by providing excellent graduate and professional education  to advance the frontiers of knowledge and contribute boldly to the international community of scholarship  to promote an intellectual environment built on a commitment to free and open inquiry  to help those who suffer  cure disease  and promote health  through sophisticated medical research and thoughtful patient care  to provide wide ranging educational opportunities  on and beyond our campuses  for traditional students  active professionals and life long learners using the power of information technologies  and to promote a deep appreciation for the range of human difference and potential  a sense of the obligations and rewards of citizenship  and a commitment to learning  freedom and truth   By pursuing these objectives with vision and integrity  Duke University seeks to engage the mind  elevate the spirit  and stimulate the best effort of all who are associated with the University  to contribute in diverse ways to the local community  the state  the nation and the world  and to attain and maintain a place of real leadership in all that we do    sector5
Garamond, South Puget Sound Community College s mission is to support student success in postsecondary academic transfer and workforce education that responds to the needs of the South Sound region  Vision South Puget Sound Community College supports student success and builds prosperity by collaborating with leaders in industry  education  and our community to offer innovative  accessible  and affordable learning experiences  We employ devoted people who mirror the diversity of our community and contribute to an inclusive  welcoming environment  By investing in the creativity of our staff and faculty  we construct clear and compelling pathways that lead our students to successful outcomes on their educational journeys  We are fiscally strong and our mindful use of technology embedded in purposeful instruction helps students persist and achieve their academic goals   Our graduating class reflects the community we serve  and our students successfully transition from higher learning into the leaders and innovators of tomorrow  Values Pursues excellence   We use our resources responsibly and ethically in pursuit of excellence   We continuously improve our programs  services  and operations  Operates in an atmosphere of accountability and respect   We work cooperatively in taking on challenges  making good decisions  helping each other be successful  and promoting a respectful  open  and safe communication  Responds to and partners with the communities we serve   We continually monitor and are responsive to the community s changing needs in an increasingly global economy  We seek opportunities for effective partnerships with community members  businesses  and organizations  Fosters inclusiveness at our campuses   We honor diversity and encourage compassion for individual expression   We promote inclusiveness and equity on our campus and in the community  Provides student centered education   We facilitate student success by maximizing learning opportunities and reducing barriers   We provide resources to support students in achieving their goals    sector5
Garamond,Mission The College of New Jersey  a nationally recognized public institution founded in 1855 as the New Jersey State Normal School  is a primarily undergraduate and residential college  with targeted graduate programs  Grounded in the liberal arts  TCNJ s personalized  collaborative  and rigorous education engages students at the highest level within and beyond the classroom  TCNJ believes in the transformative power of education to develop critical thinkers  responsible citizens  and lifelong learners and leaders  The College empowers its diverse students  staff  and faculty to sustain and enhance their communities both locally and globally                                           Vision TCNJ will offer an unparalleled education in a vibrant  collaborative  and inclusive community of learners who will make a distinct mark on the world  By following our values  we will serve as a national exemplar of public higher education  and we will do this while being committed to accessibility and affordability                                           Values Excellence We admit highly talented students  whom we challenge to discover and realize their potential  We recruit the highest quality faculty  staff and administrators who have the expertise and experience to mentor and challenge our students  We support innovation and experimentation and continue to build on our accomplishments  We hold the highest expectations for ourselves and support each other in achieving them  Engagement We encourage students  faculty  and staff to pursue their curiosities and passions inside and outside the classroom  We collaborate across disciplinary and operational boundaries to draw on all our strengths  We work together to enrich our local  national  and global communities  Integrity We treat each other with civility and respect  We act ethically and take responsibility for our choices  We work together in a spirit of fairness  cooperation  and transparency  Inclusiveness We recognize the unique worth of each member of our community  We believe that a community composed of people with diverse backgrounds  perspectives  and abilities promotes learning and engagement  We are committed to building a diverse and inclusive community  Self reflection We assess our practices in the classroom  on campus  and in the community  We nurture ongoing campus dialogue to ensure that we adhere to our mission  vision  and values  We routinely monitor the allocation and expenditure of our resources in order to assure that we are supporting priorities and that we are fiscally responsible  sector5
Garamond,Mission   Vision The University of Montevallo s Mission Statement The overriding mission of the University of Montevallo  unique in higher education in Alabama  is to provide to students from throughout the state an affordable  geographically accessible   small college  public higher educational experience of high quality  with a strong emphasis on undergraduate liberal studies and with professional programs supported by a broad base of arts and sciences  designed for their intellectual and personal growth in the pursuit of meaningful employment and responsible  informed citizenship  The University of Montevallo s Vision Statement For undergraduates  our vision is to offer academically capable students from all sociodemographic backgrounds an affordable  life enriching  honors college  experience stressing community service and global awareness  all within an atmosphere of national historic beauty and a tradition of innovative cultural expression  Our vision for graduate students builds on this undergraduate foundation  using traditional and innovative instructional methods to foster growth in specialized skills and knowledge required by practicing educators  counselors  speech language clinicians  scholars in the humanities  and other professional leaders  within a nurturing environment steeped in the unique  Montevallo experience    sector5
Garamond,CMS Vision and Mission Vision  Charlotte Mecklenburg Schools provides all students the best education available anywhere  preparing every child to lead a rich and productive life  Mission   The mission of CMS is to maximize academic achievement by every student in every school   About CMS Charlotte Mecklenburg Schools  CMS  is located in the Charlotte  North Carolina region and provides academic instruction  rigor and support each school day to more than 146 000 students in kindergarten through 12th grade in 170 schools throughout the cities and towns of Mecklenburg County  CMS believes setting high standards for all students creates a greater opportunity for future success   in our communities  within the region and across our diverse and global society  Each day  CMS students are prepared to be leaders in a technologically savvy and globally competitive world   CMS is proud of its diverse mix of students who represent 160 different countries and various cultural and ethnic backgrounds  CMS offers an extensive range of magnet programs in 37 of its schools to nurture the talents of students who have interest and ability in specific areas  CMS also educates  supports and meets the needs of students with learning and physical disabilities   CMS is one of the largest employers in Mecklenburg County with more than 18 000 teachers  support staff and administrators  CMS is fortunate to have tremendous support from Charlotte s corporate  faith and business communities and more than 90 000 mentors and volunteers that support learning and instruction in CMS classrooms    The public school system in Charlotte Mecklenburg has a rich and intricate history  Built upon the efforts of many individuals who firmly believed in the importance of education to this community  public schools in this area have had a tremendous impact on the growth and economy of the region   as well as the thousands of individuals it has served     sector5
